timestamp,value,label,bk_ts_diff,bk_ts_diff2,rate_last_day,rate_last_week,diff_last_day,diff_last_week,bk_ts_ewma_zscore,bk_ts_slope,bk_ts_rate_slope,bk_ts_rate_sum,bk_ts_turning_point,bk_ts_increasing,skew,kurt,range,coefficient_of_variation,binned_entropy,diff_quantile_of_history,diff_max_of_history,diff_min_of_history,diff_mean_of_history,diff_median_of_history,rate_quantile_of_history,rate_max_of_history,rate_min_of_history,rate_mean_of_history,rate_median_of_history
1492444740,0.3557567118740908,1.0,-0.20301671231670987,-0.19279524724004893,0.7632369173185282,0.6387183209884668,-0.11035899060524801,-0.20122858224355616,-3.0,0.05537026933669868,0.6629745193885258,0.9884126498883362,0.0,-0.36332564063996553,0.8860101542973207,0.9913015402760541,0.3925397106131325,0.16061847521109235,1.9040909843098848,-0.3205635606983112,-0.6442432881259093,-0.059916201243456035,-0.31489172066002963,-0.3205635606983112,0.6435414171651503,0.4643228235021485,0.8558573355331611,0.6322728663372598,0.6435414171651503
1492444800,0.5058751459624689,1.0,0.15011843408837805,0.3531351464050879,0.8477962972501208,0.7639030656588011,-0.09081906891356428,-0.1563491187434134,-0.3479519128229135,0.05499018991441266,0.8897295141100254,0.9998860647775533,1.0,0.4219693657993665,0.9262873946511738,1.0419848975634842,0.3925397106131325,0.1609811422725573,1.894065370217831,-0.1695933378535448,-0.49412485403753115,0.15011843408837805,-0.16274127393016435,-0.1695933378535448,0.9207711959068813,0.6602528308615213,1.4219693657993664,0.9062602970110485,0.9207711959068813
1492444860,0.3321976149914821,1.0,-0.17367753097098676,-0.32379596505936487,0.5435552591476582,0.4783997420393548,-0.2789594098019064,-0.36219576736145903,-3.0,0.015998965456361935,0.32767152672888683,0.9878604312487151,1.0,-0.34332094066521307,0.6210926742214062,0.8151439830031526,0.4160988074957412,0.17531244333372586,1.8890832401069722,-0.3424190800681432,-0.667802385008518,-0.02355909688260871,-0.3350399517337536,-0.3424190800681432,0.6074766355140185,0.433574207893274,0.9337775055360116,0.5966107035290948,0.6074766355140185
1492444920,0.3300681431005111,1.0,-0.002129471890971013,0.17154805908001575,0.5400709305633784,0.475333077026282,-0.28108888169287743,-0.36432523925243004,-2.9378942465451345,-0.01813173941054734,-1.5743268108210295,0.991194891997735,0.0,-0.006410256410256332,0.4698749763191443,0.5491549451868099,0.4182282793867122,0.18888423035909202,1.9146904900525654,-0.34369676320272574,-0.669931856899489,-0.002129471890971013,-0.33490606498588876,-0.34369676320272574,0.6045241809672387,0.4307948860478043,0.9935897435897436,0.5982776427942657,0.6045241809672387
1492444980,0.5461762589489529,1.0,0.21610811584844186,0.21823758773941287,0.8979256431090122,0.7264544862303923,-0.062088203860964475,-0.2056619763451646,0.5132309698543098,-0.020574157223676188,1.2944308601461063,1.0068194574497213,1.0,0.6547378787253438,0.39348726756134356,0.5229767949836619,0.4182282793867122,0.187617855273017,1.9323505700756831,-0.1267368585978954,-0.45382374105104706,0.21610811584844186,-0.1165528987369504,-0.1267368585978954,1.0066105620189494,0.7128526159044699,1.654737878725344,0.9969835975947213,1.0066105620189494
1492445040,0.5560757216579628,1.0,0.009899462709009876,-0.20620865313943199,0.8841677046072733,0.7092736051159011,-0.07284989817674792,-0.2279316312832136,0.6581364403923732,-0.02726360857279744,1.3562902642425831,1.0090613496220975,0.0,0.01812503298488319,0.29743886688990817,0.5573369203501821,0.4182282793867122,0.18499020615478262,1.9013418048132824,-0.11598560713249717,-0.4439242783420372,0.22600757855745174,-0.10479524305224008,-0.11598560713249717,1.0248554116584745,0.7257730930810987,1.6847300573585764,1.0157064338532737,1.0248554116584745
1492445100,0.37667709729199805,1.0,-0.17939862436596477,-0.18929808707497464,0.5336994001444001,0.47079228242813775,-0.3291080266749441,-0.4234148144727078,-2.0968280776742065,-0.07413664885197709,0.8826328888781005,0.9802904238954857,1.0,-0.32261545933183405,0.2598685532094644,0.44804010420403495,0.4182282793867122,0.188491370720628,1.9460609777526339,-0.29197707647290827,-0.623322902708002,0.04660895419148697,-0.282772427535513,-0.29197707647290827,0.69422121227756,0.4916274732860541,1.1412100960536922,0.6883659658547581,0.69422121227756
1492445160,0.3342208918911106,1.0,-0.04245620540088746,0.1369424189650773,0.5406514427650319,0.39611364964872364,-0.28396092629070757,-0.5095291081088894,-2.702055589753734,-0.07464973054225593,1.4524246733346002,0.9840153621476415,0.0,-0.1127124683345843,0.23008621409178545,0.5757707539478294,0.4182282793867122,0.19301549717691413,1.918220777192784,-0.33102612684824206,-0.6657791081088894,0.004152748790599514,-0.3219365135351795,-0.33102612684824206,0.6198662355136869,0.43621492727088806,1.0125814892391325,0.6173740059105512,0.6198662355136869
1492445220,0.5470141759460254,1.0,0.21279328405491482,0.2552494894558023,0.8211999415566883,0.8042586803098319,-0.1191015265333134,-0.13313288287750402,0.6540692497876892,-0.05200571677760624,0.9824108509435693,1.0053198696046957,1.0,0.6366845676548641,0.25599150013405875,0.6771854003469944,0.4182282793867122,0.192174462112262,1.918220777192784,-0.11738105403693888,-0.4529858240539746,0.21694603284551434,-0.10561524227126118,-0.11738105403693888,1.0242338796820316,0.7139462396449514,1.657276496930668,1.0194727127016348,1.0242338796820316
1492445280,0.3295360537309743,1.0,-0.21747812221505114,-0.43027140626996596,0.44304291668275425,0.448169033074125,-0.4142655991615878,-0.4057580639160846,-2.5483058276590818,-0.09222354686695663,1.630901493726957,0.9902741070600711,1.0,-0.3975731009876241,0.18924023527268255,0.3520304350710335,0.418760368756249,0.20314567313555873,1.9387845431571824,-0.33400738749560155,-0.6704639462690257,-0.0005320893695368034,-0.3213302425182407,-0.33400738749560155,0.6170260400002612,0.4301004192108547,0.9983879408520356,0.6153268006761203,0.6170260400002612
